chr19	17564164	17564265	101	-1.68,-5.54,-2.98,-5.45,-5.75,-0.88,-8.15,-4.14,-9.80,-2.74,-5.20,-9.44,-8.83,-4.07,-8.15,-6.68,-6.72,-6.32,-0.88,-6.64,-7.04,-6.50,-6.75,-0.94,-3.68,-9.43,-9.26,-6.07,-10.81,-12.09,-12.27,-9.91,-6.55,-5.31,-1.68,-6.64,-7.11,-5.00,-6.17,-7.96,-6.37,-7.37,-7.65,-5.70,-2.98,-7.24,-4.20,-8.21,-10.45,-10.01,-10.83,-5.95,-5.31,-0.90,-5.39,-7.55,-5.33,-2.62,-0.03,-6.38,-3.06,-6.09,-3.34,-2.54,-2.20,-0.70,-5.75,-4.60,-2.42,-2.47,-5.54,-1.28,-2.20,-1.93,-2.13,-1.03,-2.02,-2.47,-5.87,-1.20,-2.34,-0.70,-5.75,-4.81,-1.33,-7.38,-10.30,-3.46,-8.18,-9.44,-4.88,-0.90,-6.78,-6.88,-8.28,-6.43,-6.36,-1.20,-2.76,-3.34,-6.09
chr7	30780011	30780112	101	-12.63,-10.45,-8.93,-6.49,-8.12,-4.52,-8.48,-7.25,-7.71,-5.78,-2.98,-5.54,-0.90,-5.39,-7.55,-6.17,-5.00,-7.87,-7.95,-6.50,-6.78,-0.53,-2.76,-3.34,-5.54,-1.68,-6.64,-7.11,-2.94,-3.38,-5.33,-7.55,-5.78,-2.74,-9.71,-8.63,-1.56,-1.56,-8.01,-10.30,-3.46,-8.51,-10.31,-6.12,-1.63,-3.78,-3.73,-2.72,-1.93,-1.88,-0.14,-5.92,-3.20,-2.38,-1.28,-6.78,-6.88,-8.25,-6.68,-5.99,-10.58,-11.93,-9.21,-0.14,-2.62,-7.68,-10.08,-9.91,-5.20,-2.98,-5.54,-1.68,-8.15,-10.08,-9.91,-4.88,-0.44,-5.75,-4.60,-2.56,-3.26,-5.03,-6.56,-7.11,-2.94,-2.77,-1.93,-2.72,-3.58,-3.58,-3.04,-0.53,-6.75,-6.05,-9.26,-9.01,-4.33,-8.86,-10.08,-9.91,-4.88
chr3	170131835	170131936	101	-8.16,-4.26,-10.21,-9.98,-7.12,-9.91,-12.27,-14.89,-16.51,-16.51,-13.29,-10.70,-11.32,-12.20,-11.93,-10.92,-6.36,-7.50,-3.05,-7.55,-11.34,-10.25,-10.31,-3.55,-9.12,-9.90,-3.36,-1.47,-8.92,-9.57,-9.57,-9.96,-4.26,-7.55,-11.34,-12.20,-14.95,-12.09,-10.81,-6.07,-7.00,-8.33,-8.95,-8.95,-8.33,-8.52,-7.10,-7.71,-5.39,-0.90,-6.78,-8.12,-9.33,-9.40,-13.05,-14.47,-13.16,-10.81,-6.07,-9.26,-10.15,-10.22,-13.05,-13.10,-9.32,-4.69,-8.86,-12.41,-14.47,-13.16,-10.55,-3.73,-6.61,-11.18,-12.85,-10.71,-3.22,-6.38,-0.88,-6.64,-7.04,-6.21,-10.83,-9.46,-9.91,-6.15,-7.37,-7.85,-3.55,-10.71,-14.68,-16.51,-13.29,-10.70,-10.70,-13.29,-14.89,-12.63,-10.43,-8.95,-8.95
chr1	76619737	76619838	101	-13.10,-13.05,-9.40,-8.48,-4.52,-7.10,-6.55,-7.81,-7.81,-6.55,-5.31,-0.90,-4.81,-6.10,-2.54,-6.62,-3.46,-8.49,-7.10,-10.15,-9.26,-6.07,-10.81,-12.76,-12.41,-7.68,-3.38,-3.45,-9.80,-4.14,-8.15,-1.68,-5.54,-3.34,-2.54,-1.93,-2.77,-2.47,-7.24,-3.96,-8.15,-6.74,-3.40,-3.04,-1.55,-8.92,-9.57,-10.70,-13.29,-16.51,-14.89,-12.63,-11.61,-8.26,-3.90,-7.34,-5.78,-2.98,-7.24,-3.96,-8.11,-6.37,-9.02,-11.76,-12.09,-10.81,-6.21,-7.04,-5.89,-2.37,-1.32,-0.14,-5.54,-2.98,-5.20,-9.61,-11.18,-14.95,-14.89,-13.16,-10.55,-2.40,-6.62,-3.22,-9.12,-9.90,-3.36,-1.47,-8.92,-10.54,-8.06,-8.52,-8.83,-7.33,-2.94,-3.38,-5.89,-7.11,-3.48,-5.78,-7.71
chr3	38038262	38038363	101	-8.30,-8.16,-8.48,-4.48,-8.83,-10.30,-3.46,-8.18,-10.24,-6.21,-7.82,-8.83,-10.15,-10.15,-8.83,-7.82,-6.53,-8.13,-8.65,-7.10,-7.71,-5.28,-1.44,-2.02,-2.37,-6.69,-8.33,-8.95,-7.88,-8.93,-7.40,-8.52,-8.42,-8.93,-7.40,-10.15,-10.15,-8.83,-9.33,-6.58,-8.93,-7.88,-8.95,-8.33,-8.11,-3.73,-3.74,-8.30,-8.16,-9.33,-8.16,-9.33,-8.16,-9.33,-8.23,-12.03,-13.79,-14.68,-10.71,-3.55,-8.23,-7.66,-12.37,-13.54,-13.05,-9.26,-7.00,-2.70,-8.23,-8.06,-8.93,-6.58,-8.57,-5.89,-2.37,-2.02,-2.94,-7.11,-6.64,-1.68,-6.78,-6.49,-8.93,-7.88,-7.88,-8.93,-7.40,-10.15,-10.15,-8.83,-9.33,-6.58,-8.00,-8.00,-7.40,-10.15,-10.15,-7.40,-8.93,-7.88,-7.88
chr5	87986707	87986808	101	-10.74,-10.44,-10.70,-12.85,-10.58,-1.91,-3.93,-7.98,-8.08,-6.53,-9.91,-10.33,-10.60,-3.80,-3.74,-7.68,-4.24,-8.26,-7.69,-7.88,-8.36,-5.43,-1.48,-9.16,-9.90,-3.14,-2.52,-2.13,-1.95,-3.26,-3.26,-3.53,-7.68,-10.83,-10.83,-7.55,-3.05,-7.50,-6.08,-5.31,-1.28,-2.82,-3.39,-3.39,-2.82,-1.28,-6.78,-6.88,-8.49,-3.46,-6.10,-4.60,-2.42,-2.37,-8.98,-11.76,-14.89,-13.79,-9.32,-2.74,-5.78,-7.71,-7.10,-10.15,-9.43,-3.73,-3.68,-5.92,-0.90,-4.88,-10.09,-12.09,-11.76,-10.82,-10.22,-11.69,-9.80,-2.74,-5.70,-9.67,-12.27,-13.36,-9.32,-3.45,-2.02,-1.44,-4.60,-5.75,-0.88,-8.15,-12.41,-13.10,-10.28,-7.12,-9.91,-12.27,-13.36,-9.32,-3.85,-2.76,-1.20
chr9	3467522	3467623	101	-9.21,-1.48,-8.15,-10.83,-10.51,-7.14,-8.95,-10.43,-10.01,-10.83,-6.07,-7.00,-8.06,-10.51,-10.74,-6.26,-8.83,-10.30,-3.46,-8.18,-10.30,-3.73,-6.61,-10.31,-8.13,-1.48,-5.67,-7.55,-5.39,-0.90,-5.31,-5.95,-10.24,-8.18,-3.46,-10.15,-11.18,-11.18,-9.61,-5.20,-3.37,-8.98,-9.43,-10.83,-6.21,-7.10,-4.48,-9.96,-10.54,-8.06,-7.00,-6.15,-7.32,-8.30,-10.43,-9.98,-11.32,-11.32,-12.20,-14.95,-13.87,-12.37,-9.65,-9.98,-11.32,-11.32,-10.52,-9.02,-6.07,-10.81,-13.16,-14.89,-12.63,-10.45,-8.21,-4.20,-7.24,-2.98,-5.78,-7.34,-3.90,-7.44,-7.44,-3.97,-8.16,-6.96,-1.30,-0.83,-6.50,-3.22,-10.71,-12.85,-12.37,-9.65,-9.98,-11.32,-11.32,-12.20,-12.20,-11.27,-7.14
chr17	8901271	8901372	101	-11.31,-9.91,-3.93,-1.91,-10.58,-12.85,-11.89,-7.21,-5.01,-3.38,-3.45,-9.32,-13.10,-12.41,-8.86,-4.33,-9.01,-9.43,-3.12,-2.52,-1.88,-0.14,-9.21,-12.85,-12.37,-9.65,-12.63,-13.36,-12.03,-7.17,-8.60,-6.38,-3.62,-8.49,-7.10,-8.65,-7.65,-5.70,-3.48,-7.40,-4.24,-8.26,-11.61,-12.63,-14.89,-13.16,-10.55,-2.40,-6.62,-3.22,-6.61,-11.18,-13.87,-12.63,-11.61,-7.03,-3.73,-10.30,-8.18,-3.46,-10.55,-13.16,-14.47,-12.78,-6.26,-11.68,-14.68,-16.51,-16.51,-16.51,-13.29,-11.18,-8.10,-4.24,-7.10,-6.50,-7.50,-3.31,-7.40,-3.48,-5.45,-6.07,-0.83,-1.38,-6.36,-6.55,-9.91,-10.25,-11.58,-6.61,-3.73,-10.55,-13.16,-16.51,-16.51,-14.89,-14.95,-14.95,-13.36,-12.03,-10.17
chr5	140998574	140998675	101	-3.13,-3.17,-3.73,-4.25,-4.22,-3.39,-2.89,-2.13,-1.95,-2.75,-3.13,-2.82,-0.70,-6.36,-6.05,-9.02,-10.52,-11.58,-6.12,-1.60,-3.68,-9.43,-9.43,-3.12,-3.11,-3.58,-3.26,-2.73,-2.48,-1.20,-6.76,-3.85,-3.94,-4.22,-4.22,-4.22,-4.22,-3.39,-2.82,-0.70,-6.36,-6.05,-9.26,-9.26,-6.07,-10.83,-10.01,-10.43,-8.95,-7.88,-8.93,-7.17,-11.70,-11.71,-9.62,-6.61,-8.49,-7.11,-6.61,-8.49,-7.38,-3.63,-2.82,-0.70,-6.32,-6.31,-3.56,-1.32,-6.07,-4.60,-2.56,-2.75,-3.13,-2.89,-2.73,-2.75,-3.13,-2.82,-1.28,-5.92,-3.20,-2.52,-2.13,-2.02,-2.94,-7.40,-4.48,-8.83,-9.44,-5.36,-3.15,-3.13,-2.89,-2.73,-3.26,-3.19,-6.07,-7.55,-5.33,-3.53,-2.75
chr14	70070224	70070325	101	-9.02,-11.76,-12.09,-10.81,-6.07,-9.26,-9.01,-4.33,-5.96,-8.07,-8.16,-4.24,-7.40,-3.48,-5.20,-9.61,-9.43,-8.98,-2.37,-2.02,-1.03,-1.44,-4.91,-7.65,-8.65,-7.10,-8.28,-6.37,-7.00,-8.06,-12.37,-13.29,-14.89,-12.63,-10.45,-8.21,-3.97,-8.26,-8.88,-7.47,-5.70,-2.74,-9.32,-12.85,-9.21,-0.14,-1.32,-1.03,-2.13,-2.52,-3.12,-8.11,-8.20,-6.87,-1.54,-8.15,-10.08,-10.59,-3.73,-6.61,-10.31,-8.13,-0.14,-1.32,-1.44,-4.91,-7.65,-7.48,-4.33,-8.86,-4.14,-10.22,-6.36,-6.62,-3.46,-8.04,-5.33,-2.62,-0.03,-5.75,-4.81,-0.90,-6.78,-9.26,-11.69,-9.80,-2.74,-5.20,-9.44,-8.01,-1.47,-3.60,-6.69,-2.70,-7.85,-7.60,-3.68,-1.47,-8.01,-10.30,-3.52
chr19	17970183	17970284	101	-9.51,-7.15,-3.04,-6.07,-7.55,-5.33,-2.37,-2.02,-3.45,-9.32,-13.36,-14.95,-12.20,-11.32,-10.44,-11.35,-10.17,-12.03,-13.79,-16.51,-14.47,-13.05,-9.26,-7.34,-1.72,-3.68,-9.59,-9.43,-9.61,-5.20,-2.98,-6.09,-3.06,-6.50,-0.83,-1.56,-8.92,-10.54,-9.65,-10.01,-10.83,-5.98,-10.92,-9.70,-10.43,-10.43,-10.01,-10.56,-6.66,-7.95,-8.40,-3.79,-1.72,-6.76,-3.68,-3.80,-10.75,-11.69,-10.22,-8.65,-8.32,-6.96,-3.56,-1.63,-6.54,-6.51,-1.39,-4.81,-6.10,-2.40,-10.55,-13.16,-16.51,-14.89,-12.63,-10.43,-8.95,-8.95,-10.43,-9.98,-11.27,-9.65,-12.63,-13.36,-12.03,-7.17,-8.93,-10.45,-10.01,-9.61,-4.39,-2.42,-2.37,-8.98,-11.76,-14.89,-13.29,-11.89,-7.55,-6.49,-7.00
